"periodo";"nivel_general_aperturas";"indice_icc"
"2022-10-01";"9_c@rp1973r1@_d3_5@d3r@";180.036746210547
"2022-10-01";"10_@$c39$0r3$";160.736025159785
"2022-10-01";"11_v1dr10$";176.163379842544
"2022-10-01";"12_p197ur@";157.308429675245
"2022-10-01";"13_07r0$_7r@8@j0$_y_g@$70$";162.471245793806
"2022-11-01";"1_50v1513970_d3_713rr@$";170.999164880601
"2022-11-01";"2_3$7ruc7ur@";179.171767748325
"2022-11-01";"3_@|8@91|3r1@";176.147158591906
"2022-11-01";"4_y3$3r1@";183.957140327056
"2022-11-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";192.514120789606
"2022-11-01";"6_19$7@|@c109_d3_g@$";177.36312000976
"2022-11-01";"7_19$7@|@c109_3|3c7r1c@";185.846795500868
"2022-11-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";183.093719440106
"2022-11-01";"9_c@rp1973r1@_d3_5@d3r@";189.303134364269
"2022-11-01";"10_@$c39$0r3$";171.489804200061
"2022-11-01";"11_v1dr10$";193.632590225271
"2022-11-01";"12_p197ur@";167.419973276012
"2022-11-01";"13_07r0$_7r@8@j0$_y_g@$70$";173.003364955039
"2022-12-01";"1_50v1513970_d3_713rr@$";175.546769606326
"2022-12-01";"2_3$7ruc7ur@";185.891439811822
"2022-12-01";"3_@|8@91|3r1@";182.79765693613
"2022-12-01";"4_y3$3r1@";192.765216364602
"2022-12-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";201.188379189719
"2022-12-01";"6_19$7@|@c109_d3_g@$";189.90632921688
"2022-12-01";"7_19$7@|@c109_3|3c7r1c@";197.463576658866
"2022-12-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";188.129260140411
"2022-12-01";"9_c@rp1973r1@_d3_5@d3r@";199.361315864302
"2022-12-01";"10_@$c39$0r3$";185.829867099523
"2022-12-01";"11_v1dr10$";208.88221997038
"2022-12-01";"12_p197ur@";172.798175797362
"2022-12-01";"13_07r0$_7r@8@j0$_y_g@$70$";184.148590330982
"2023-01-01";"1_50v1513970_d3_713rr@$";195.70293109389
"2023-01-01";"2_3$7ruc7ur@";198.358254123279
"2023-01-01";"3_@|8@91|3r1@";195.33079259695
"2023-01-01";"4_y3$3r1@";206.071787000413
"2023-01-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";216.016242009246
"2023-01-01";"6_19$7@|@c109_d3_g@$";199.605525356179
"2023-01-01";"7_19$7@|@c109_3|3c7r1c@";211.477126896656
"2023-01-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";207.931341497234
"2023-01-01";"9_c@rp1973r1@_d3_5@d3r@";208.10713270194
"2023-01-01";"10_@$c39$0r3$";194.524196002841
"2023-01-01";"11_v1dr10$";218.339309377192
"2023-01-01";"12_p197ur@";181.325161215361
"2023-01-01";"13_07r0$_7r@8@j0$_y_g@$70$";195.960152848805
"2023-02-01";"1_50v1513970_d3_713rr@$";204.312836894757
"2023-02-01";"2_3$7ruc7ur@";212.668335694733
"2023-02-01";"3_@|8@91|3r1@";207.339397797133
"2023-02-01";"4_y3$3r1@";219.286852824842
"2023-02-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";226.767889779277
"2023-02-01";"6_19$7@|@c109_d3_g@$";212.514741964782
"2023-02-01";"7_19$7@|@c109_3|3c7r1c@";224.811278025213
"2023-02-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";214.960664399457
"2023-02-01";"9_c@rp1973r1@_d3_5@d3r@";219.510487980927
"2023-02-01";"10_@$c39$0r3$";202.873592370904
"2023-02-01";"11_v1dr10$";237.406461922208
"2023-02-01";"12_p197ur@";191.769302271539
"2023-02-01";"13_07r0$_7r@8@j0$_y_g@$70$";207.070207790726
"2023-03-01";"1_50v1513970_d3_713rr@$";215.223117039356
"2023-03-01";"2_3$7ruc7ur@";220.185152069549
"2023-03-01";"3_@|8@91|3r1@";214.186494347802
"2023-03-01";"4_y3$3r1@";226.058208867111
"2023-03-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";245.684372441511
"2023-03-01";"6_19$7@|@c109_d3_g@$";225.533760793829
"2023-03-01";"7_19$7@|@c109_3|3c7r1c@";234.894693138069
"2023-03-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";222.14616204224
"2023-03-01";"9_c@rp1973r1@_d3_5@d3r@";231.747194820534
"2023-03-01";"10_@$c39$0r3$";212.932433803388
"2023-03-01";"11_v1dr10$";254.828903266038
"2023-03-01";"12_p197ur@";212.916109916923
"2023-03-01";"13_07r0$_7r@8@j0$_y_g@$70$";214.315317199293
"2023-04-01";"1_50v1513970_d3_713rr@$";229.799746544182
"2023-04-01";"2_3$7ruc7ur@";237.117762768753
"2023-04-01";"3_@|8@91|3r1@";231.786868206686
"2023-04-01";"4_y3$3r1@";246.121376704646
"2023-04-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";262.930342951183
"2023-04-01";"6_19$7@|@c109_d3_g@$";240.786780354892
"2023-04-01";"7_19$7@|@c109_3|3c7r1c@";251.399373443044
"2023-04-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";248.552829390043
"2023-04-01";"9_c@rp1973r1@_d3_5@d3r@";250.348870272753
"2023-04-01";"10_@$c39$0r3$";230.86385309932
"2023-04-01";"11_v1dr10$";277.963013485073
"2023-04-01";"12_p197ur@";224.366757683146
"2023-04-01";"13_07r0$_7r@8@j0$_y_g@$70$";245.438299652098
"2023-05-01";"1_50v1513970_d3_713rr@$";248.768636886581
"2023-05-01";"2_3$7ruc7ur@";254.229885689918
"2023-05-01";"3_@|8@91|3r1@";249.066561384567
"2023-05-01";"4_y3$3r1@";262.6217604345
"2023-05-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";286.554031144301
"2023-05-01";"6_19$7@|@c109_d3_g@$";264.966313763234
"2023-05-01";"7_19$7@|@c109_3|3c7r1c@";275.157582848947
"2023-05-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";273.229897975567
"2023-05-01";"9_c@rp1973r1@_d3_5@d3r@";274.400139985564
"2023-05-01";"10_@$c39$0r3$";249.974637313584
"2023-05-01";"11_v1dr10$";305.776950658664
"2023-05-01";"12_p197ur@";237.534131179922
"2023-05-01";"13_07r0$_7r@8@j0$_y_g@$70$";261.498830820707
"2023-06-01";"1_50v1513970_d3_713rr@$";272.270531965217
"2023-06-01";"2_3$7ruc7ur@";266.288154944496
"2023-06-01";"3_@|8@91|3r1@";260.441862526287
"2023-06-01";"4_y3$3r1@";273.460652931106
"2023-06-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";306.279306323964
"2023-06-01";"6_19$7@|@c109_d3_g@$";291.675364990714
"2023-06-01";"7_19$7@|@c109_3|3c7r1c@";285.664678795199
"2023-06-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";292.693357465006
"2023-06-01";"9_c@rp1973r1@_d3_5@d3r@";294.956145147532
"2023-06-01";"10_@$c39$0r3$";270.898853606574
"2023-06-01";"11_v1dr10$";327.301426455686
"2023-06-01";"12_p197ur@";249.275257073142
"2023-06-01";"13_07r0$_7r@8@j0$_y_g@$70$";291.160814433186
"2023-07-01";"1_50v1513970_d3_713rr@$";293.312620814913
"2023-07-01";"2_3$7ruc7ur@";288.136374265788
"2023-07-01";"3_@|8@91|3r1@";283.249671664881
"2023-07-01";"4_y3$3r1@";296.094810791664
"2023-07-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";331.312179025976
"2023-07-01";"6_19$7@|@c109_d3_g@$";309.581260421044
"2023-07-01";"7_19$7@|@c109_3|3c7r1c@";310.164565562014
"2023-07-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";312.841358574285
"2023-07-01";"9_c@rp1973r1@_d3_5@d3r@";318.988823027625
"2023-07-01";"10_@$c39$0r3$";296.436542558588
"2023-07-01";"11_v1dr10$";348.651492711825
"2023-07-01";"12_p197ur@";268.815720676233
"2023-07-01";"13_07r0$_7r@8@j0$_y_g@$70$";315.11092945001
"2023-08-01";"1_50v1513970_d3_713rr@$";316.473460139109
"2023-08-01";"2_3$7ruc7ur@";326.724624124792
"2023-08-01";"3_@|8@91|3r1@";316.748716874411
"2023-08-01";"4_y3$3r1@";342.163055670347
"2023-08-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";392.815970757767
"2023-08-01";"6_19$7@|@c109_d3_g@$";384.592443980534
"2023-08-01";"7_19$7@|@c109_3|3c7r1c@";368.970332905563
"2023-08-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";375.042692627676
"2023-08-01";"9_c@rp1973r1@_d3_5@d3r@";390.73251820906
"2023-08-01";"10_@$c39$0r3$";363.246931114944
"2023-08-01";"11_v1dr10$";394.630329721724
"2023-08-01";"12_p197ur@";321.980479869866
"2023-08-01";"13_07r0$_7r@8@j0$_y_g@$70$";343.354689074352
"2023-09-01";"1_50v1513970_d3_713rr@$";369.082478260615
"2023-09-01";"2_3$7ruc7ur@";382.361720566186
"2023-09-01";"3_@|8@91|3r1@";375.116629468782
"2023-09-01";"4_y3$3r1@";368.029399610367
"2023-09-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";433.382952506182
"2023-09-01";"6_19$7@|@c109_d3_g@$";432.833575078963
"2023-09-01";"7_19$7@|@c109_3|3c7r1c@";398.448705367253
"2023-09-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";406.998671784916
"2023-09-01";"9_c@rp1973r1@_d3_5@d3r@";430.636059406374
"2023-09-01";"10_@$c39$0r3$";405.212032058436
"2023-09-01";"11_v1dr10$";440.667628030244
"2023-09-01";"12_p197ur@";349.00656480567
"2023-09-01";"13_07r0$_7r@8@j0$_y_g@$70$";393.425980494667
"2023-10-01";"1_50v1513970_d3_713rr@$";376.310641056338
"2023-10-01";"2_3$7ruc7ur@";395.684141023701
"2023-10-01";"3_@|8@91|3r1@";384.967488780205
"2023-10-01";"4_y3$3r1@";418.029399610367
"2023-10-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";506.041961280505
"2023-10-01";"6_19$7@|@c109_d3_g@$";486.747820900378
"2023-10-01";"7_19$7@|@c109_3|3c7r1c@";440.799803729146
"2023-10-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";484.82185862537
"2023-10-01";"9_c@rp1973r1@_d3_5@d3r@";499.84470351495
"2023-10-01";"10_@$c39$0r3$";448.123161205235
"2023-10-01";"11_v1dr10$";490.684192064853
"2023-10-01";"12_p197ur@";386.559577063847
"2023-10-01";"13_07r0$_7r@8@j0$_y_g@$70$";418.108971312333
"2023-11-01";"1_50v1513970_d3_713rr@$";428.649267372527
"2023-11-01";"2_3$7ruc7ur@";437.133581853447
"2023-11-01";"3_@|8@91|3r1@";427.726792951471
"2023-11-01";"4_y3$3r1@";476.633803648385
"2023-11-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";564.487557992408
"2023-11-01";"6_19$7@|@c109_d3_g@$";588.468055687348
"2023-11-01";"7_19$7@|@c109_3|3c7r1c@";488.682343172039
"2023-11-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";527.107264314801
"2023-11-01";"9_c@rp1973r1@_d3_5@d3r@";555.084319429559
"2023-11-01";"10_@$c39$0r3$";522.958303743533
"2023-11-01";"11_v1dr10$";549.337438615637
"2023-11-01";"12_p197ur@";450.726195317493
"2023-11-01";"13_07r0$_7r@8@j0$_y_g@$70$";453.178646793787
"2023-12-01";"1_50v1513970_d3_713rr@$";545.379103327045
"2023-12-01";"2_3$7ruc7ur@";576.188838604069
"2023-12-01";"3_@|8@91|3r1@";519.315773783146
"2023-12-01";"4_y3$3r1@";613.102898636283
"2023-12-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";801.173493437864
"2023-12-01";"6_19$7@|@c109_d3_g@$";885.927693204463
"2023-12-01";"7_19$7@|@c109_3|3c7r1c@";688.453989582547
"2023-12-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";720.200545881803
"2023-12-01";"9_c@rp1973r1@_d3_5@d3r@";771.868369824362
"2023-12-01";"10_@$c39$0r3$";675.65942984681
"2023-12-01";"11_v1dr10$";754.226751890249
"2023-12-01";"12_p197ur@";658.952535874049
"2023-12-01";"13_07r0$_7r@8@j0$_y_g@$70$";520.011976958613
"2024-01-01";"1_50v1513970_d3_713rr@$";618.752226498396
"2024-01-01";"2_3$7ruc7ur@";658.999683618306
"2024-01-01";"3_@|8@91|3r1@";610.097412799833
"2024-01-01";"4_y3$3r1@";728.431430426826
"2024-01-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";962.020658115629
"2024-01-01";"6_19$7@|@c109_d3_g@$";933.763504995323
"2024-01-01";"7_19$7@|@c109_3|3c7r1c@";749.024307390352
"2024-01-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";793.173558302803
"2024-01-01";"9_c@rp1973r1@_d3_5@d3r@";870.452109626195
"2024-01-01";"10_@$c39$0r3$";945.373845997769
"2024-01-01";"11_v1dr10$";870.991503624601
"2024-01-01";"12_p197ur@";716.509324347877
"2024-01-01";"13_07r0$_7r@8@j0$_y_g@$70$";595.343244425011
"2024-02-01";"1_50v1513970_d3_713rr@$";675.692185501626
"2024-02-01";"2_3$7ruc7ur@";683.648568716728
"2024-02-01";"3_@|8@91|3r1@";633.332259026194
"2024-02-01";"4_y3$3r1@";752.892732746915
"2024-02-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1007.50903482439
"2024-02-01";"6_19$7@|@c109_d3_g@$";956.563054941778
"2024-02-01";"7_19$7@|@c109_3|3c7r1c@";779.210387257492
"2024-02-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";807.14025075533
"2024-02-01";"9_c@rp1973r1@_d3_5@d3r@";941.690544412607
"2024-02-01";"10_@$c39$0r3$";1049.69818403165
"2024-02-01";"11_v1dr10$";958.214786811131
"2024-02-01";"12_p197ur@";766.586301051531
"2024-02-01";"13_07r0$_7r@8@j0$_y_g@$70$";821.899773768559
"2024-03-01";"1_50v1513970_d3_713rr@$";719.750281779797
"2024-03-01";"2_3$7ruc7ur@";742.575346988184
"2024-03-01";"3_@|8@91|3r1@";703.960164691285
"2024-03-01";"4_y3$3r1@";833.3225101836
"2024-03-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1063.08002745594
"2024-03-01";"6_19$7@|@c109_d3_g@$";978.415052393282
"2024-03-01";"7_19$7@|@c109_3|3c7r1c@";807.412999169623
"2024-03-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";856.387838804314
"2024-03-01";"9_c@rp1973r1@_d3_5@d3r@";1004.47516349876
"2024-03-01";"10_@$c39$0r3$";1131.50045652836
"2024-03-01";"11_v1dr10$";1051.99547899291
"2024-03-01";"12_p197ur@";836.572648579562
"2024-03-01";"13_07r0$_7r@8@j0$_y_g@$70$";866.469268645083
"2024-04-01";"1_50v1513970_d3_713rr@$";804.861212499926
"2024-04-01";"2_3$7ruc7ur@";770.722313162854
"2024-04-01";"3_@|8@91|3r1@";744.165303639484
"2024-04-01";"4_y3$3r1@";938.089615679792
"2024-04-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1096.31164148494
"2024-04-01";"6_19$7@|@c109_d3_g@$";1004.4219116431
"2024-04-01";"7_19$7@|@c109_3|3c7r1c@";824.589529704838
"2024-04-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";854.268532979142
"2024-04-01";"9_c@rp1973r1@_d3_5@d3r@";1042.39484678143
"2024-04-01";"10_@$c39$0r3$";1195.22674241656
"2024-04-01";"11_v1dr10$";1070.54427469016
"2024-04-01";"12_p197ur@";878.511880555394
"2024-04-01";"13_07r0$_7r@8@j0$_y_g@$70$";940.119959696584
"2024-05-01";"1_50v1513970_d3_713rr@$";851.808938697563
"2024-05-01";"2_3$7ruc7ur@";884.764158080801
"2024-05-01";"3_@|8@91|3r1@";882.906430533958
"2024-05-01";"4_y3$3r1@";992.83901056733
"2024-05-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1097.71090215926
"2024-05-01";"6_19$7@|@c109_d3_g@$";1005.18781602028
"2024-05-01";"7_19$7@|@c109_3|3c7r1c@";878.213935230618
"2024-05-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";866.369886007035
"2024-05-01";"9_c@rp1973r1@_d3_5@d3r@";1066.75561582712
"2024-05-01";"10_@$c39$0r3$";1260.35558486355
"2024-05-01";"11_v1dr10$";1082.3476108816
"2024-05-01";"12_p197ur@";924.398710277116
"2024-05-01";"13_07r0$_7r@8@j0$_y_g@$70$";1063.28301743313
"2024-06-01";"1_50v1513970_d3_713rr@$";897.754521616744
"2024-06-01";"2_3$7ruc7ur@";907.509938511906
"2024-06-01";"3_@|8@91|3r1@";912.811918363401
"2024-06-01";"4_y3$3r1@";1050.487041738
"2024-06-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1124.20009758437
"2024-06-01";"6_19$7@|@c109_d3_g@$";1041.67875394814
"2024-06-01";"7_19$7@|@c109_3|3c7r1c@";915.902657205404
"2024-06-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";875.933034606571
"2024-06-01";"9_c@rp1973r1@_d3_5@d3r@";1075.49268356701
"2024-06-01";"10_@$c39$0r3$";1324.61955970376
"2024-06-01";"11_v1dr10$";1118.38607841609
"2024-06-01";"12_p197ur@";958.654795793877
"2024-06-01";"13_07r0$_7r@8@j0$_y_g@$70$";1120.59181384384
"2024-07-01";"1_50v1513970_d3_713rr@$";917.855203144253
"2024-07-01";"2_3$7ruc7ur@";915.427046508109
"2024-07-01";"3_@|8@91|3r1@";920.889365165054
"2024-07-01";"4_y3$3r1@";1060.23673180235
"2024-07-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1157.14805534192
"2024-07-01";"6_19$7@|@c109_d3_g@$";1075.63746289092
"2024-07-01";"7_19$7@|@c109_3|3c7r1c@";941.55657884804
"2024-07-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";906.829360851225
"2024-07-01";"9_c@rp1973r1@_d3_5@d3r@";1116.5554802161
"2024-07-01";"10_@$c39$0r3$";1373.7496195597
"2024-07-01";"11_v1dr10$";1121.44945046379
"2024-07-01";"12_p197ur@";998.668157787719
"2024-07-01";"13_07r0$_7r@8@j0$_y_g@$70$";1139.62757362027
"2024-08-01";"1_50v1513970_d3_713rr@$";944.36177605952
"2024-08-01";"2_3$7ruc7ur@";923.318706411544
"2024-08-01";"3_@|8@91|3r1@";929.437358493606
"2024-08-01";"4_y3$3r1@";1063.49548379479
"2024-08-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1179.19550781088
"2024-08-01";"6_19$7@|@c109_d3_g@$";1122.26816142282
"2024-08-01";"7_19$7@|@c109_3|3c7r1c@";947.263531365592
"2024-08-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";934.159940449257
"2024-08-01";"9_c@rp1973r1@_d3_5@d3r@";1162.1481222249
"2024-08-01";"10_@$c39$0r3$";1413.93425991681
"2024-08-01";"11_v1dr10$";1155.89192454595
"2024-08-01";"12_p197ur@";1014.92476616511
"2024-08-01";"13_07r0$_7r@8@j0$_y_g@$70$";1174.10125282789
